,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
190,the good doctor,0.592,0.0,0.408,0.4404,proHella,Athens,1.51003e+12,11/6/17 20:37,2017,11,6,20,37
191,the good doctor such a good show,0.592,0.0,0.408,0.7003,briididdyy,None,1.51003e+12,11/6/17 22:00,2017,11,6,22,0
192,the good doctor_Ÿ™Œ_Ÿè»_Ÿ™Œ_Ÿè»_Ÿ§¡,0.592,0.0,0.408,0.4404,CarolinaSilvaM2,Hawaii,1.51003e+12,11/6/17 22:09,2017,11,6,22,9
193,the good doctor.,0.592,0.0,0.408,0.4404,Oitsile420,Harare,1.51005e+12,11/7/17 3:37,2017,11,7,3,37
194,the good doctor,0.592,0.0,0.408,0.4404,V__inci,Nairobi,1.51006e+12,11/7/17 6:29,2017,11,7,6,29
195,the good doctor,0.592,0.0,0.408,0.4404,xgarazix,None,1.51007e+12,11/7/17 9:11,2017,11,7,9,11
196,the good doctor_Ÿ_¬,0.592,0.0,0.408,0.4404,EsraAlmahmood_,None,1.51008e+12,11/7/17 9:34,2017,11,7,9,34
197,the good doctor_Ÿ_¥,0.592,0.0,0.408,0.4404,i246_,None,1.51009e+12,11/7/17 12:19,2017,11,7,12,19
198,the good doctor,0.592,0.0,0.408,0.4404,Dyowvie,Eastern Time (US & Canada),1.51028e+12,11/9/17 19:00,2017,11,9,19,0
199,the good doctor is soo good.,0.592,0.0,0.408,0.7003,thechic_chick,Eastern Time (US & Canada),1.51029e+12,11/9/17 21:52,2017,11,9,21,52
200,the good doctor_Ÿ“º_Ÿ’•,0.592,0.0,0.408,0.4404,Woumii,Quito,1.5103e+12,11/9/17 23:10,2017,11,9,23,10
201,the good doctor..._Ÿ˜_,0.592,0.0,0.408,0.4404,Ari0_0Lynn,None,1.51031e+12,11/10/17 1:38,2017,11,10,1,38
202,the good doctor,0.592,0.0,0.408,0.4404,Davis_junior2,None,1.51031e+12,11/10/17 3:16,2017,11,10,3,16
203,the good doctorâù_,0.592,0.0,0.408,0.4404,TheeAlKatheri,None,1.51033e+12,11/10/17 7:55,2017,11,10,7,55
204,the good doctor_Ÿ_¥,0.592,0.0,0.408,0.4404,fortysix247x,None,1.51034e+12,11/10/17 10:43,2017,11,10,10,43
205,the good doctor...,0.592,0.0,0.408,0.4404,bchanakira2,Hawaii,1.51035e+12,11/10/17 12:31,2017,11,10,12,31
206,the good doctor..._Ÿ˜_,0.592,0.0,0.408,0.4404,mrs_snyder925,Eastern Time (US & Canada),1.51035e+12,11/10/17 12:52,2017,11,10,12,52
207,the good doctor is too good,0.592,0.0,0.408,0.7003,kaaalimaaa,London,1.51035e+12,11/10/17 13:11,2017,11,10,13,11
208,the good doctor is so good,0.592,0.0,0.408,0.7003,marwadizayee,Baghdad,1.51035e+12,11/10/17 13:53,2017,11,10,13,53
209,the good doctorâœ”_Ÿ˜€,0.592,0.0,0.408,0.4404,jean__nyasha,Pacific Time (US & Canada),1.51037e+12,11/10/17 18:07,2017,11,10,18,7
210,the good doctor.,0.592,0.0,0.408,0.4404,_kelliieee,Eastern Time (US & Canada),1.51037e+12,11/10/17 19:56,2017,11,10,19,56
211,is the good doctor any good?,0.592,0.0,0.408,0.7003,BasedOnMiMi,Pacific Time (US & Canada),1.51038e+12,11/10/17 20:56,2017,11,10,20,56
212,' the good doctor'...,0.592,0.0,0.408,0.4404,Kalimi_flo,None,1.51038e+12,11/10/17 22:53,2017,11,10,22,53
213,the good doctor.,0.592,0.0,0.408,0.4404,blackedclique,None,1.5104e+12,11/11/17 3:20,2017,11,11,3,20
214,#the good doctor_Ÿ‘Œ_Ÿè»âœ…,0.592,0.0,0.408,0.4404,SaloomaAshraf,Cairo,1.5104e+12,11/11/17 3:38,2017,11,11,3,38
215,the good doctor,0.592,0.0,0.408,0.4404,erickaortiza,Pacific Time (US & Canada),1.5104e+12,11/11/17 4:40,2017,11,11,4,40
216,the good doctor_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç,0.592,0.0,0.408,0.4404,AhmedSa31003686,None,1.51041e+12,11/11/17 7:10,2017,11,11,7,10
217,the good doctor is so good,0.592,0.0,0.408,0.7003,foresthilldrive,Pacific Time (US & Canada),1.51042e+12,11/11/17 8:13,2017,11,11,8,13
218,the good doctor:,0.592,0.0,0.408,0.4404,Backtothestart9,Pacific Time (US & Canada),1.51042e+12,11/11/17 9:08,2017,11,11,9,8
219,the good doctor_Ÿ_¥,0.592,0.0,0.408,0.4404,fortysix247x,None,1.51042e+12,11/11/17 10:02,2017,11,11,10,2
220,the good doctor,0.592,0.0,0.408,0.4404,DncFigueroa12,Pacific Time (US & Canada),1.51047e+12,11/11/17 21:43,2017,11,11,21,43
221,the good doctor,0.592,0.0,0.408,0.4404,DncFigueroa12,Pacific Time (US & Canada),1.51047e+12,11/11/17 22:51,2017,11,11,22,51
222,the good doctor,0.592,0.0,0.408,0.4404,nayci_treygurl,Hawaii,1.50978e+12,11/4/17 1:41,2017,11,4,1,41
223,the good doctor_Ÿ˜ç_Ÿ˜ç,0.592,0.0,0.408,0.4404,F321x_,None,1.50979e+12,11/4/17 3:30,2017,11,4,3,30
224,the good doctor,0.592,0.0,0.408,0.4404,ashwak_shaban,None,1.50979e+12,11/4/17 4:00,2017,11,4,4,0
225,the good doctor,0.592,0.0,0.408,0.4404,zetsu_MaiChard,None,1.50981e+12,11/4/17 7:53,2017,11,4,7,53
226,the good doctor is a good show,0.592,0.0,0.408,0.7003,melaninn__,None,1.50981e+12,11/4/17 8:39,2017,11,4,8,39
227,the good doctor is so good,0.592,0.0,0.408,0.7003,chelseaann1224,Eastern Time (US & Canada),1.50983e+12,11/4/17 14:52,2017,11,4,14,52
228,the good doctor is soooo good,0.592,0.0,0.408,0.7003,MorganLegacy,Atlantic Time (Canada),1.50983e+12,11/4/17 15:15,2017,11,4,15,15
229,the good doctor_Ÿ_¥*.,0.592,0.0,0.408,0.4404,iEll6_,None,1.50983e+12,11/4/17 15:35,2017,11,4,15,35
230,honestly love watching greyâ€™s anatomy and the good doctor â˜ºï¸è,0.591,0.0,0.409,0.8779,kayadiloh,None,1.51034e+12,11/10/17 10:19,2017,11,10,10,19
231,nice ni ang the good doctor?,0.588,0.0,0.412,0.6908,GeloWalag,Urumqi,1.50989e+12,11/5/17 5:42,2017,11,5,5,42
232,"@fergorosito6 ""the good doctor"" esta genial.",0.588,0.0,0.412,0.6908,_Yam17_,None,1.50993e+12,11/5/17 17:20,2017,11,5,17,20
233,the good doctor  i love it. nicely done freddie highmore. _Ÿ‘ç_Ÿè»_Ÿ‘è_Ÿè»_Ÿ˜_,0.588,0.0,0.412,0.875,CindyMicallef1,None,1.50998e+12,11/6/17 5:30,2017,11,6,5,30
235,the good doctor _Ÿ˜ç_Ÿ˜Œ lol https://t.co/kmldvnqlgp,0.588,0.0,0.412,0.6908,ZahraaKhan2,None,1.51027e+12,11/9/17 14:15,2017,11,9,14,15
236,the good doctor is the best show,0.587,0.0,0.413,0.7964,paulineeee_19,None,1.50985e+12,11/4/17 18:58,2017,11,4,18,58
237,the good doctor.. best tv show atm ,0.587,0.0,0.413,0.7964,HizzleHai,Abu Dhabi,1.50986e+12,11/4/17 23:49,2017,11,4,23,49
238,highly recommend watching the good doctor,0.587,0.0,0.413,0.6901,NatashaAlvalle,Eastern Time (US & Canada),1.50994e+12,11/5/17 18:41,2017,11,5,18,41
240,10/10 recommend watching the good doctor!,0.587,0.0,0.413,0.69,Karencab18,Pacific Time (US & Canada),1.50995e+12,11/5/17 21:46,2017,11,5,21,46
241,@jenenehhh @kesoyou the good doctor the best,0.587,0.0,0.413,0.7964,leroybelo,Beijing,1.51005e+12,11/7/17 1:34,2017,11,7,1,34
242,i love this tv show the good doctor,0.587,0.0,0.413,0.7964,SAYITAINTNEICE,Quito,1.51006e+12,11/7/17 6:06,2017,11,7,6,6
244,the good doctor  love this series @iamnickgonzalez,0.587,0.0,0.413,0.7964,Jefrilagi,None,1.51041e+12,11/11/17 6:02,2017,11,11,6,2
245,highly recommend watching the good doctor,0.587,0.0,0.413,0.6901,AyeCroy,Eastern Time (US & Canada),1.50979e+12,11/4/17 4:29,2017,11,4,4,29
246,i liked a @youtube video https://t.co/rwasqztwqb love and pancakes - the good doctor,0.586,0.0,0.414,0.872,TheAlexaMoral,Eastern Time (US & Canada),1.51003e+12,11/6/17 21:54,2017,11,6,21,54
247,the good doctor is the best show ever love it _Ÿ’•,0.585,0.0,0.415,0.9062,KCssyxo,Mountain Time (US & Canada),1.51e+12,11/6/17 11:55,2017,11,6,11,55
248,i have to trust what the good doctor recommends! https://t.co/5wrj5nfb87,0.583,0.0,0.417,0.8122,LA42_LA42,None,1.50985e+12,11/4/17 20:23,2017,11,4,20,23
249,the good doctor ep 7 pls,0.583,0.0,0.417,0.4939,genevievekarenn,Pacific Time (US & Canada),1.50986e+12,11/4/17 22:37,2017,11,4,22,37
250,the good doctor is a great dramatic show.,0.583,0.0,0.417,0.7906,Abregeilla,Arizona,1.50986e+12,11/4/17 22:46,2017,11,4,22,46
251,the good doctor is such a great show    ,0.583,0.0,0.417,0.7906,AUREUMETHAN,Sydney,1.50987e+12,11/5/17 0:18,2017,11,5,0,18
252,the good doctor is such a great show.,0.583,0.0,0.417,0.7906,_liltigg,None,1.50989e+12,11/5/17 6:39,2017,11,5,6,39
253,the good doctor is absolutely amazing _Ÿ˜¢_Ÿ’Å_Ÿè_,0.583,0.0,0.417,0.7902,emileelouisexx,Casablanca,1.50999e+12,11/6/17 10:55,2017,11,6,10,55
254,@ajtrischitta the good doctor. is a great show,0.583,0.0,0.417,0.7906,DavidLeroyBurg1,None,1.51e+12,11/6/17 12:49,2017,11,6,12,49
255,the good doctor _Ÿ‘¨_Ÿè»â€çâ_•ï¸è  great _Ÿ‘ç_Ÿè_ https://t.co/f5knpvo6fh,0.583,0.0,0.417,0.7906,B_ashyy,None,1.51002e+12,11/6/17 17:02,2017,11,6,17,2
256,@catsandkilts @ew i love #thegooddoctor,0.583,0.0,0.417,0.6369,itbmeshorty,None,1.51002e+12,11/6/17 17:08,2017,11,6,17,8
257,the good doctor is actually a great show.,0.583,0.0,0.417,0.7906,devvmarleyy,Eastern Time (US & Canada),1.51003e+12,11/6/17 19:40,2017,11,6,19,40
258,iâ€™m liking â€œthe good doctorâ€ù ....,0.583,0.0,0.417,0.6808,LynnMoton,None,1.51037e+12,11/10/17 18:04,2017,11,10,18,4
259,the good doctor is deadass a great show,0.583,0.0,0.417,0.7906,ivannajanel_,Pacific Time (US & Canada),1.51037e+12,11/10/17 18:33,2017,11,10,18,33
260,the good doctor  great program _Ÿ‘Œ_Ÿè» #thegooddoctor,0.583,0.0,0.417,0.7906,MT_Ski,London,1.51042e+12,11/11/17 10:18,2017,11,11,10,18
261,the good doctor is a great show _Ÿ™Œ_Ÿè_,0.583,0.0,0.417,0.7906,Otr_Chubirdy,Atlantic Time (Canada),1.51045e+12,11/11/17 16:21,2017,11,11,16,21
262,the good doctor is so good please watch it,0.583,0.0,0.417,0.8115,kattrathod,Eastern Time (US & Canada),1.50982e+12,11/4/17 12:29,2017,11,4,12,29
263,the good doctor is such a good show!!!!!!!,0.582,0.0,0.418,0.7887,DayanaraVargas_,Pacific Time (US & Canada),1.51047e+12,11/11/17 22:45,2017,11,11,22,45
264,the good doctor is such a good show. 10/10 recommend.,0.58,0.0,0.42,0.8074,laasiamonet,Pacific Time (US & Canada),1.50982e+12,11/4/17 12:46,2017,11,4,12,46
265,iâ€™m also really enjoying the good doctor,0.578,0.0,0.422,0.7818,bethanyjames00,Pacific Time (US & Canada),1.50999e+12,11/6/17 10:18,2017,11,6,10,18
266,@mz_ogay true  but the good doctor is also as good.,0.578,0.0,0.422,0.8625,PreciksOMK,None,1.50983e+12,11/4/17 14:56,2017,11,4,14,56
267,@grahamverchere @dylankingwell you were so good in the good doctor!! congratulations! _Ÿ˜_,0.577,0.0,0.423,0.9225,Avi_Lake,Central Time (US & Canada),1.5099e+12,11/5/17 7:37,2017,11,5,7,37
268,the good doctor is never wrong.,0.577,0.0,0.423,0.6656,bendreyfuss,Eastern Time (US & Canada),1.50981e+12,11/4/17 8:35,2017,11,4,8,35
269,@mlrickard @rekomnd the good doctor - it's fantastic!,0.576,0.0,0.424,0.7777,kayl3012,London,1.50993e+12,11/5/17 15:40,2017,11,5,15,40
270,the good doctor!!!!! gosh!!!!,0.576,0.0,0.424,0.6209,SarhanRaghda,None,1.50993e+12,11/5/17 16:08,2017,11,5,16,8
271,@missdanijharmer the good doctor!!!!,0.576,0.0,0.424,0.6209,kiwi_katrina,None,1.5103e+12,11/10/17 0:22,2017,11,10,0,22
272,we are loving the good doctor.  https://t.co/itm5edxbiq,0.576,0.0,0.424,0.7783,commoncentsmom,Eastern Time (US & Canada),1.51044e+12,11/11/17 15:21,2017,11,11,15,21
274,10/10 would recommend the good doctor_Ÿ‘¨_Ÿè»â€çâ_•ï¸è,0.574,0.0,0.426,0.6597,Amber_Mo_,None,1.50986e+12,11/4/17 21:24,2017,11,4,21,24
276,lmao heâ€™s the jackson avery of #thegooddoctor ! lmao.,0.574,0.0,0.426,0.8439,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 16:09,2017,11,6,16,9
277,the good doctor. such a good series so far! highly recommend!,0.574,0.0,0.426,0.857,MARKsaywha,Pacific Time (US & Canada),1.51027e+12,11/9/17 16:15,2017,11,9,16,15
279,the good doctor is an amazing show,0.573,0.0,0.427,0.7717,crowie9_,Adelaide,1.51006e+12,11/7/17 4:29,2017,11,7,4,29
280,the good doctor is an amazing show.,0.573,0.0,0.427,0.7717,_iwannaMinaj1,Eastern Time (US & Canada),1.51008e+12,11/7/17 11:22,2017,11,7,11,22
281,the good doctor is an amazing series,0.573,0.0,0.427,0.7717,BloomerChelsea,None,1.51035e+12,11/10/17 13:37,2017,11,10,13,37
282,the good doctor is an amazing series,0.573,0.0,0.427,0.7717,Van_Haals,Pretoria,1.51037e+12,11/10/17 18:19,2017,11,10,18,19
283,'the good doctor' is an amazing series,0.573,0.0,0.427,0.7717,Van_Haals,Pretoria,1.51037e+12,11/10/17 18:23,2017,11,10,18,23
285,favorite tv show at the moment/ or tv show you canâ€™... â€” love love love the good doctor  https://t.co/70ubesenjh,0.569,0.0,0.431,0.9612,_maddysandoval,None,1.50994e+12,11/5/17 20:24,2017,11,5,20,24
286,fantastic to see @timruss2 in #thegooddoctor :),0.569,0.0,0.431,0.765,MyOpinions86,None,1.5104e+12,11/11/17 3:53,2017,11,11,3,53
287,fantastic to see @timruss2  in #thegooddoctor :),0.569,0.0,0.431,0.765,MyOpinions86,None,1.5104e+12,11/11/17 4:03,2017,11,11,4,3
288,wow the good doctor is a brilliant show everyone needs to watch,0.568,0.0,0.432,0.8885,ThisLove_IsOurs,Amsterdam,1.50991e+12,11/5/17 11:55,2017,11,5,11,55
289,highly recommend everyone watch the good doctor!!!,0.568,0.0,0.432,0.7628,rubymtz14,Central Time (US & Canada),1.51034e+12,11/10/17 12:09,2017,11,10,12,9
290,loving the good doctor on @skylivinghd @freddieh__  is excellent in it,0.568,0.0,0.432,0.8885,Emmacharlotte6,None,1.51039e+12,11/11/17 2:02,2017,11,11,2,2
291,@dylankingwell  i've watched the good doctor tv series. fantastic  and wonderful. you're a good actor.,0.567,0.0,0.433,0.9201,j_rey25,Pacific Time (US & Canada),1.51044e+12,11/11/17 14:41,2017,11,11,14,41
292,okay #davidshore has a gift!!  just another wonderful episode of #gooddoctor,0.565,0.0,0.435,0.8436,NerdSamad,Pacific Time (US & Canada),1.50991e+12,11/5/17 12:28,2017,11,5,12,28
293,i seriously love the good doctor. really good show so far.,0.565,0.096,0.339,0.8519,charma_10,Pacific Time (US & Canada),1.51006e+12,11/7/17 4:39,2017,11,7,4,39
294,@_medj the good doctor korean drama hahaha,0.565,0.0,0.435,0.7579,yerimmae,Singapore,1.51006e+12,11/7/17 4:51,2017,11,7,4,51
295,loving this show -  #thegooddoctor .,0.565,0.0,0.435,0.5994,angelbritchick,Pacific Time (US & Canada),1.51035e+12,11/10/17 13:15,2017,11,10,13,15
296,loving #thegooddoctor @freddiehighmore _Ÿ_—,0.565,0.0,0.435,0.5994,AngieEliza87,None,1.51036e+12,11/10/17 15:15,2017,11,10,15,15
297,"i so love ""the good doctor ""_Ÿ™Œ_Ÿ™Œâù_i never miss itâ˜º https://t.co/y4o3diixlb",0.565,0.0,0.435,0.8442,LungaThusi1,None,1.5098e+12,11/4/17 7:16,2017,11,4,7,16
298,the good doctor is so good. wow iâ€™m not okay.,0.563,0.095,0.342,0.8486,sunkissedszn,Eastern Time (US & Canada),1.51029e+12,11/9/17 22:12,2017,11,9,22,12
299,the good doctor!_Ÿ˜ç is so good show!,0.561,0.0,0.439,0.7494,_MaryamAlo,Riyadh,1.51008e+12,11/7/17 10:20,2017,11,7,10,20
300,the good doctor is so interesting _Ÿ˜€_Ÿ˜‚,0.561,0.0,0.439,0.75,Thuto_MN,None,1.51039e+12,11/11/17 1:09,2017,11,11,1,9
301,the good doctor is such a good show!!,0.561,0.0,0.439,0.7494,_dulcejoanna_,None,1.51044e+12,11/11/17 15:50,2017,11,11,15,50
302,i really enjoy watching the good doctor _Ÿ˜£,0.561,0.0,0.439,0.7501,caseydejongh_,None,1.5098e+12,11/4/17 4:36,2017,11,4,4,36
304,#thegooddoctor is amazing _Ÿ‘ç,0.559,0.0,0.441,0.5859,BE_Style,Eastern Time (US & Canada),1.50991e+12,11/5/17 11:12,2017,11,5,11,12
305,wow... amazing. #thegooddoctor https://t.co/4xez1xhm9e,0.559,0.0,0.441,0.5859,kinghendry,Pacific Time (US & Canada),1.50995e+12,11/5/17 22:10,2017,11,5,22,10
306,@beepthe1dot @iamnickgonzalez well thank god you have #gooddoctor to help you out with that.â˜ºï¸è sweet!,0.559,0.0,0.441,0.8932,KHop99,Central Time (US & Canada),1.50997e+12,11/6/17 3:04,2017,11,6,3,4
307,#thegooddoctor best series to watch!!!,0.559,0.0,0.441,0.7249,WRadigo,Nairobi,1.51002e+12,11/6/17 18:30,2017,11,6,18,30
308,the good doctor the good doctor the good doctor the good doctor the good doctor the good doctor the good doctor theâ€_ https://t.co/xmubbacrd1,0.559,0.0,0.441,0.9601,marriajessa,None,1.51038e+12,11/10/17 21:27,2017,11,10,21,27
309,the good doctor is such an amazing show!!!,0.558,0.0,0.442,0.8213,liticiax,Pacific Time (US & Canada),1.50984e+12,11/4/17 17:50,2017,11,4,17,50
310,gotham  young justice  the good doctor https://t.co/erjxxvjsh6,0.558,0.0,0.442,0.743,hiheyitsmk,Eastern Time (US & Canada),1.51043e+12,11/11/17 11:55,2017,11,11,11,55
311,@sosgrewys the good doctor!!!,0.557,0.0,0.443,0.5826,handinahs,Pacific Time (US & Canada),1.50992e+12,11/5/17 15:12,2017,11,5,15,12
312,@cyzzy_reyes the good doctor!!!,0.557,0.0,0.443,0.5826,spelljerald,Beijing,1.50996e+12,11/6/17 2:07,2017,11,6,2,7
313,theyâ€™re playing shawn mendes on the good doctor lol,0.556,0.0,0.444,0.7579,fIickernouis,Pacific Time (US & Canada),1.50985e+12,11/4/17 20:48,2017,11,4,20,48
314,the good doctor 10/10 highly recommended,0.555,0.0,0.445,0.6115,tay_elizabeth97,Central Time (US & Canada),1.50994e+12,11/5/17 18:37,2017,11,5,18,37
315,you guys have to watch â€œthe good doctorâ€ù itâ€™s honestly amazing!,0.555,0.0,0.445,0.8748,Mannyfressh8,None,1.51001e+12,11/6/17 15:08,2017,11,6,15,8
316,#thegooddoctor is so good,0.555,0.0,0.445,0.5777,staybrnzd,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:34,2017,11,6,15,34
317,#thegooddoctor is so good.,0.555,0.0,0.445,0.5777,itsfaux,Pacific Time (US & Canada),1.51028e+12,11/9/17 17:10,2017,11,9,17,10
318,#thegooddoctor is so good.,0.555,0.0,0.445,0.5777,bigbootyALLI,Eastern Time (US & Canada),1.51028e+12,11/9/17 18:34,2017,11,9,18,34
319,whoâ€™s seen the good doctor ? any good ?,0.552,0.0,0.448,0.7319,mykoolkaf,None,1.51009e+12,11/7/17 13:41,2017,11,7,13,41
320,iâ€™m so in love with the good doctor,0.552,0.0,0.448,0.8115,dianaxtavares,Eastern Time (US & Canada),1.51027e+12,11/9/17 15:20,2017,11,9,15,20
321,.is the good doctor any good ??,0.552,0.0,0.448,0.7319,_Good_Fella,Pacific Time (US & Canada),1.51028e+12,11/9/17 18:44,2017,11,9,18,44
323,really enjoying #thegooddoctor #greatshow,0.552,0.0,0.448,0.5709,gmac1504,None,1.51041e+12,11/11/17 7:38,2017,11,11,7,38
324,awwwwwww perfect episode #thegooddoctor,0.552,0.0,0.448,0.5719,Shaii_Don,Pacific Time (US & Canada),1.50983e+12,11/4/17 13:24,2017,11,4,13,24
325,really enjoying #thegooddoctor  #skylivinghd,0.552,0.0,0.448,0.5709,Jude_Macl,London,1.50983e+12,11/4/17 13:58,2017,11,4,13,58
326,the good doctor ep 6 was really good  like i cried-good _Ÿ‘Œ_Ÿè»,0.551,0.0,0.449,0.8214,iamwry,Kuala Lumpur,1.51007e+12,11/7/17 8:36,2017,11,7,8,36
327,the good doctor is such a good show.. highly recommend it,0.551,0.0,0.449,0.8221,k_callahan19,None,1.51008e+12,11/7/17 9:51,2017,11,7,9,51
328,@jackaverymusic nah i like the good doctor,0.551,0.143,0.306,0.6124,melodyyjaraa,Pacific Time (US & Canada),1.51027e+12,11/9/17 16:45,2017,11,9,16,45
330,@okillaa the good doctor  chance  gotham.,0.551,0.0,0.449,0.5994,KingCopeee,Central Time (US & Canada),1.51038e+12,11/10/17 21:08,2017,11,10,21,8
331,inspired by the good doctor _Ÿ‘¨â€çâ_•ï¸è âù_ï¸è,0.55,0.0,0.45,0.7269,krzajayk,Pacific Time (US & Canada),1.50997e+12,11/6/17 3:28,2017,11,6,3,28
332,i'm watching the good doctor and i can't stop crying.,0.55,0.0,0.45,0.7463,cuteasfxxxk,Sydney,1.50997e+12,11/6/17 3:43,2017,11,6,3,43
333,the good doctor is actually pretty decent.,0.55,0.0,0.45,0.7269,EzzyD0ESit,Pacific Time (US & Canada),1.51007e+12,11/7/17 8:38,2017,11,7,8,38
334,if you havenâ€™t seen the good doctor iï¸è definitely recommend it. it is great.,0.55,0.0,0.45,0.9042,Taylor_Kegley,None,1.5103e+12,11/10/17 0:46,2017,11,10,0,46
335,the good doctor is such a good show!,0.549,0.0,0.451,0.7263,justcrxstal,Pacific Time (US & Canada),1.50984e+12,11/4/17 18:18,2017,11,4,18,18
336,the good doctor is so good #eps3!,0.549,0.0,0.451,0.7263,Jaannnnaaaa,Quito,1.5099e+12,11/5/17 9:07,2017,11,5,9,7
337,the good doctor is a really good show!,0.549,0.0,0.451,0.7263,__SaluteMeKahla,Pacific Time (US & Canada),1.51002e+12,11/6/17 16:44,2017,11,6,16,44
338,the good doctor is such a good show!,0.549,0.0,0.451,0.7263,iamesmc,None,1.51009e+12,11/7/17 14:27,2017,11,7,14,27
339,the good doctor is sooo good !_Ÿ˜‡,0.549,0.0,0.451,0.7263,heyyandwea,Arizona,1.51034e+12,11/10/17 10:30,2017,11,10,10,30
340,@cinefoli the brave ? gunpowder ? the good doctor ? mindhunter ?,0.548,0.0,0.452,0.8053,Maud2607,Paris,1.5099e+12,11/5/17 8:05,2017,11,5,8,5
341,what's the good doctor about? nice series?,0.548,0.0,0.452,0.7236,alanzo_redz,Pacific Time (US & Canada),1.51038e+12,11/10/17 21:48,2017,11,10,21,48
342,i am so amazed. the good doctor is easily one of my new favorite shows.,0.547,0.0,0.453,0.9013,Iaurenmanning,None,1.51033e+12,11/10/17 9:08,2017,11,10,9,8
343,so enjoying the good doctor  and i see eric winter is to recur  very nice :),0.546,0.0,0.454,0.9221,suemorris9,None,1.51035e+12,11/10/17 14:06,2017,11,10,14,6
344,@panamatheband designated survivor  the good doctor  this is us :),0.545,0.0,0.455,0.8126,Ysaaxx,Pacific Time (US & Canada),1.51009e+12,11/7/17 14:08,2017,11,7,14,8
346,@2happypeas donâ€™t you just love it? i love freddie highmore.,0.545,0.0,0.455,0.8555,LizaMayfield,Eastern Time (US & Canada),1.51036e+12,11/10/17 15:36,2017,11,10,15,36
348,@love_lilah iï¸è really like the good doctor.,0.544,0.0,0.456,0.7146,K_Leinese,None,1.50998e+12,11/6/17 6:54,2017,11,6,6,54
349,okay when is episode 7 of the good doctor? uhm its amazing???,0.544,0.0,0.456,0.8611,hanamedhatt,Cairo,1.5098e+12,11/4/17 5:51,2017,11,4,5,51
350,excited !!!!!   #thegooddoctor https://t.co/tlj2elh8el,0.543,0.0,0.457,0.5526,Dos_bx,Quito,1.51008e+12,11/7/17 11:18,2017,11,7,11,18
351,i hope the good doctor wins emmyâ€™s because that show is groundbreaking,0.543,0.0,0.457,0.8591,robbsaery,Pacific Time (US & Canada),1.50983e+12,11/4/17 13:49,2017,11,4,13,49
352,#thegooddoctor is absolutely the best show on tv. amazing.,0.542,0.0,0.458,0.8511,Mrs_Possum15,Eastern Time (US & Canada),1.50985e+12,11/4/17 19:16,2017,11,4,19,16
353,just love this â€” watching the good doctor,0.542,0.0,0.458,0.7964,THABABYDIVA,America/New_York,1.50991e+12,11/5/17 10:27,2017,11,5,10,27
354,@tuqyoh the good doctor _Ÿ‘__Ÿ˜è  vikings best series_Ÿ’ª,0.542,0.0,0.458,0.7964,Mahmoudalaraby_,Pacific Time (US & Canada),1.50993e+12,11/5/17 15:44,2017,11,5,15,44
355,best thing about mondayâ€™s is the good doctor,0.542,0.0,0.458,0.7964,catburns18,None,1.51002e+12,11/6/17 17:50,2017,11,6,17,50
